date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200327,AL,587,4184,,,,,,,,,3,,4771,4771,4771,1,2,0,591,81,672
20200327,AR,381,1545,,48,,,,17,,19,3,,1926,1926,1926,5,0,0,41,46,87
20200327,AS,,,,,,,,,,,0,,0,0,0,60,0,0,0,0,0
20200327,AZ,736,7455,30,,,,,,,,13,,8221,8191,8191,4,5,0,7108,159,7267
20200327,CA,3879,17380,57400,746,,200,,,,,78,,78659,21259,21259,6,13,0,0,873,873
20200327,CO,1430,8692,,278,184,,,,,,24,184,10122,10122,10122,8,5,36,1714,344,2058
20200327,CT,1291,7109,,173,,,,,,,27,,8400,8400,8400,9,6,0,1484,279,1763
20200327,DC,267,1897,2,,,,,,,49,3,,2166,2164,2164,11,0,0,271,36,307
20200327,DE,163,36,,15,,,,,,9,2,,199,199,199,10,1,0,0,33,33
20200327,FL,2765,28186,1517,,456,,,,,,34,456,32468,30951,30951,12,6,50,4445,410,4855
20200327,GA,2001,7864,,,566,,,,,,64,566,9865,9865,9865,13,16,93,463,476,939
20200327,GU,51,299,,13,,,,,,,1,,350,350,350,66,0,0,36,6,42
20200327,HI,106,4357,,,7,,,,,,,7,4463,4463,4463,15,0,2,0,11,11
20200327,IA,235,3740,,32,50,,,,,18,3,50,3975,3975,3975,19,2,4,1162,56,1218
20200327,ID,189,2668,,,,,,,,,3,,2857,2857,2857,16,3,0,603,66,669
20200327,IL,3026,18516,,,,,,,,,34,,21542,21542,21542,17,8,0,4423,488,4911
20200327,IN,981,5955,,,,,,,,,24,,6936,6936,6936,18,7,0,1949,336,2285
20200327,KS,202,3229,,,27,,,,,,4,27,3431,3431,3431,20,1,27,360,34,394
20200327,KY,248,3768,,,,,,,,,6,,4016,4016,4016,21,2,0,666,50,716
20200327,LA,2746,18613,,773,,,,270,,,119,,21359,21359,21359,22,36,0,2889,441,3330
20200327,MA,3151,26244,,,219,,,,,,57,219,29395,29395,29395,25,15,0,4917,833,5750
20200327,MD,774,94,,,173,,,,,25,5,173,868,868,868,24,1,41,0,194,194
20200327,ME,168,3394,,,,,,,,24,1,,3562,3562,3562,23,1,0,0,13,13
20200327,MI,8659,12639,,,,,,,,,92,,21298,21298,21298,26,32,0,2334,892,3226
20200327,MN,398,13605,,34,51,,17,,,180,4,51,14003,14003,14003,27,2,10,1001,52,1053
20200327,MO,669,369,,,,,,,,,8,,1038,1038,1038,29,0,0,0,167,167
20200327,MP,0,,,,,,,,,,0,,0,0,0,69,0,0,0,0,0
20200327,MS,579,2560,,,185,,,,,,8,185,3139,3139,3139,28,2,35,269,94,363
20200327,MT,108,2590,,,7,,,,,,,7,2698,2698,2698,30,0,6,462,37,499
20200327,NC,763,14373,,77,,,,,,,3,,15136,15136,15136,37,1,0,2099,127,2226
20200327,ND,65,2427,,,13,,,,,15,0,13,2492,2492,2492,38,0,3,388,13,401
20200327,NE,85,1761,,,,,,,,,0,,1846,1846,1846,31,0,0,177,12,189
20200327,NH,158,3395,592,,25,,,,,,1,25,4145,3553,3553,33,0,6,394,21,415
20200327,NJ,8825,16547,,2000,,,,,,,108,,25372,25372,25372,34,27,0,2886,1949,4835
20200327,NM,136,8377,,,,,,,,,1,,8513,8513,8513,35,0,0,696,24,720
20200327,NV,535,6161,,,,,,,,,10,,6696,6696,6696,32,0,0,1464,115,1579
20200327,NY,44635,101118,,6481,8526,1583,,,,2045,519,8526,145753,145753,145753,36,134,1682,16272,7377,23649
20200327,OH,1137,19012,,,276,,107,,,,19,276,20149,20149,20149,39,4,53,2563,270,2833
20200327,OK,322,1084,,,105,,,,,,8,105,1406,1406,1406,40,1,19,126,74,200
20200327,OR,414,8510,,91,102,,,31,,,12,102,8924,8924,8924,41,1,12,1557,87,1644
20200327,PA,2218,21016,,,241,,,,,,22,241,23234,23234,23234,42,6,241,4575,531,5106
20200327,PR,79,519,334,,,,,,,,3,,932,598,598,72,1,0,142,15,157
20200327,RI,203,2306,138,28,,9,,6,,,,,2647,2509,2509,44,0,0,1044,38,1082
20200327,SC,456,2307,,,102,,,,,,9,102,2763,2763,2763,45,0,0,0,0,0
20200327,SD,58,2387,20,,,,,,,21,1,,2465,2445,2445,46,0,0,414,12,426
20200327,TN,1203,14888,,,103,,,,,,6,103,16091,16091,16091,47,3,27,936,246,1182
20200327,TX,1731,21935,,,,,,,,,23,,23666,23666,23666,48,5,0,1907,335,2242
20200327,UT,480,8764,,,,,,,,,2,,9244,9244,9244,49,1,0,1456,78,1534
20200327,VA,604,6733,,,83,,,,,,14,83,7337,7337,7337,51,1,18,1004,144,1148
20200327,VI,19,55,2,,,,,,,,,,76,74,74,78,0,0,0,2,2
20200327,VT,184,2077,,,18,,,,,,10,18,2261,2261,2261,50,1,18,227,26,253
20200327,WA,4305,65887,,,,,,,,,199,,70192,70192,70192,53,16,0,3900,483,4383
20200327,WI,842,13140,,,,,,,,,13,,13982,13982,13982,55,5,0,1557,135,1692
20200327,WV,76,1779,43,,1,,,,,,0,1,1898,1855,1855,54,0,0,748,25,773
20200327,WY,70,1211,,,11,,,,,17,0,11,1281,1281,1281,56,0,11,159,17,176
20200326,AK,59,1801,,,3,,,,,,1,3,1860,1860,1860,2,0,2,152,17,169
20200326,AL,506,3593,,,,,,,,,1,,4099,4099,4099,1,1,0,1064,223,1287
20200326,AR,335,1504,,41,,,,13,,13,3,,1839,1839,1839,5,1,0,67,55,122
20200326,AS,,,,,,,,,,,0,,0,0,0,60,0,0,0,0,0
20200326,AZ,577,347,33,,,,,,,,8,,957,924,924,4,2,0,24,127,151
20200326,CA,3006,17380,57400,,,,,,,,65,,77786,20386,20386,6,12,0,1459,651,2110
20200326,CO,1086,6978,,230,148,,,,,,19,148,8064,8064,8064,8,8,64,189,174,363
20200326,CT,1012,5625,,125,,,,,,,21,,6637,6637,6637,9,2,0,602,137,739
20200326,DC,231,1626,1,,,,,,,21,3,,1858,1857,1857,11,1,0,203,48,251
20200326,DE,130,36,,13,,,,,,4,1,,166,166,166,10,1,0,0,15,15
20200326,FL,2355,23741,1443,,406,,,,,,28,406,27539,26096,26096,12,6,90,8367,673,9040
20200326,GA,1525,7401,,,473,,,,,,48,473,8926,8926,8926,13,8,79,2469,278,2747
20200326,GU,45,263,,11,,,,,,,1,,308,308,308,66,0,0,30,8,38
20200326,HI,95,4357,,,5,,,,,,,5,4452,4452,4452,15,0,-1,0,5,5
20200326,IA,179,2578,,31,46,,,,,15,1,46,2757,2757,2757,19,0,10,0,34,34
20200326,ID,123,2065,,,,,,,,,0,,2188,2188,2188,16,0,0,178,50,228
20200326,IL,2538,14093,,,,,,,,,26,,16631,16631,16631,17,7,0,1749,673,2422
20200326,IN,645,4006,,,,,,,,,17,,4651,4651,4651,18,3,0,1127,168,1295
20200326,KS,168,2869,,,,,,,,,3,,3037,3037,3037,20,0,0,509,42,551
20200326,KY,198,3102,,,,,,,,,4,,3300,3300,3300,21,0,0,237,41,278
20200326,LA,2305,15724,,676,,,,239,,,83,,18029,18029,18029,22,18,0,6068,510,6578
20200326,MA,2318,21327,,,219,,,,,,42,219,23645,23645,23645,25,9,116,3248,579,3827
20200326,MD,580,94,,,132,,,,,,4,132,674,674,674,24,0,132,0,157,157
20200326,ME,155,3394,,,,,,,,16,,,3549,3549,3549,23,0,0,217,6,223
20200326,MI,7767,10305,,,,,,,,,60,,18072,18072,18072,26,17,0,2768,707,3475
20200326,MN,346,12604,,31,41,,,,,,2,41,12950,12950,12950,27,1,6,1416,59,1475
20200326,MO,502,369,,,,,,,,,8,,871,871,871,29,0,0,0,146,146
20200326,MP,0,,,,,,,,,,0,,0,0,0,69,0,0,0,0,0
20200326,MS,485,2291,,,150,,,,,,6,150,2776,2776,2776,28,4,33,725,108,833
20200326,MT,71,2128,,,1,,,,,,,1,2199,2199,2199,30,0,1,180,18,198
20200326,NC,636,12274,,29,,,,,,,2,,12910,12910,12910,37,1,0,2289,132,2421
20200326,ND,52,2039,,,10,,,,,,0,10,2091,2091,2091,38,0,2,305,13,318
20200326,NE,73,1584,,,,,,,,,0,,1657,1657,1657,31,0,0,280,12,292
20200326,NH,137,3001,712,,19,,,,,,1,19,3850,3138,3138,33,0,6,645,29,674
20200326,NJ,6876,13661,,1080,,,,,,,81,,20537,20537,20537,34,19,0,3209,2474,5683
20200326,NM,112,7681,,,,,,,,,1,,7793,7793,7793,35,0,0,939,12,951
20200326,NV,420,4697,,,,,,,,,10,,5117,5117,5117,32,4,0,446,99,545
20200326,NY,37258,84846,,5327,6844,1290,,,,,385,6844,122104,122104,122104,36,100,3039,12178,6447,18625
20200326,OH,867,16449,,,223,,91,,,,15,223,17316,17316,17316,39,5,41,2389,163,2552
20200326,OK,248,958,,,86,,,,,,7,86,1206,1206,1206,40,2,27,153,84,237
20200326,OR,327,6953,,,90,,,,,,11,90,7280,7280,7280,41,3,29,2603,118,2721
20200326,PA,1687,16441,,,,,,,,,16,,18128,18128,18128,42,5,0,5248,560,5808
20200326,PR,64,377,335,,,,,,,,2,,776,441,441,72,0,0,60,13,73
20200326,RI,165,1262,181,23,,9,,6,,,,,1608,1427,1427,44,0,0,0,33,33
20200326,SC,456,2307,,,102,,,,,,9,102,2763,2763,2763,45,2,0,4,32,36
20200326,SD,46,1973,125,,,,,,,16,1,,2144,2019,2019,46,0,0,1154,5,1159
20200326,TN,957,13952,,,76,,,,,,3,76,14909,14909,14909,47,0,23,2940,173,3113
20200326,TX,1396,20028,,,,,,,,,18,,21424,21424,21424,48,6,0,7508,422,7930
20200326,UT,402,7308,,,,,,,,,1,,7710,7710,7710,49,0,0,817,56,873
20200326,VA,460,5729,,,65,,,,,,13,65,6189,6189,6189,51,4,6,750,69,819
20200326,VI,17,55,2,,,,,,,,,,74,72,72,78,0,0,0,0,0
20200326,VT,158,1850,,,,,,,,,9,,2008,2008,2008,50,1,0,261,35,296
20200326,WA,3822,61987,,,,,,,,,183,,65809,65809,65809,53,24,0,4058,483,4541
20200326,WI,707,11583,,,,,,,,,8,,12290,12290,12290,55,1,0,1494,122,1616
20200326,WV,51,1031,19,,1,,,,,,0,1,1101,1082,1082,54,0,0,272,12,284
20200326,WY,53,1052,,,,,,,,12,,,1105,1105,1105,56,0,0,98,9,107
20200325,AK,42,1649,,,1,,,,,,1,1,1691,1691,1691,2,1,1,663,6,669
20200325,AL,283,2529,,,,,,,,,0,,2812,2812,2812,1,0,0,423,68,491
20200325,AR,280,1437,,22,,,,4,,11,2,,1717,1717,1717,5,2,0,490,62,552
20200325,AS,,,,,,,,,,,0,,0,0,0,60,0,0,0,0,0
20200325,AZ,450,323,53,,,,,,,,6,,826,773,773,4,1,0,10,93,103
20200325,CA,2355,15921,48600,,,,,,,,53,,66876,18276,18276,6,13,0,2469,253,2722
20200325,CO,912,6789,,152,84,,,,,,11,84,7701,7701,7701,8,4,12,1285,192,1477
20200325,CT,875,5023,,113,,,,,,,19,,5898,5898,5898,9,7,0,341,257,598
20200325,DC,183,1423,3,,,,,,,,2,,1609,1606,1606,11,0,0,228,46,274
20200325,DE,115,36,,11,,,,,,,0,,151,151,151,10,0,0,0,24,24
20200325,FL,1682,15374,1233,,316,,,,,,22,316,18289,17056,17056,12,4,57,2247,270,2517
20200325,GA,1247,4932,,,394,,,,,,40,394,6179,6179,6179,13,8,394,474,221,695
20200325,GU,37,233,,10,,,,,,,1,,270,270,270,66,0,0,32,5,37
20200325,HI,90,4357,,,6,,,,,,,6,4447,4447,4447,15,0,2,768,13,781
20200325,IA,145,2578,,23,36,,,,,,1,36,2723,2723,2723,19,1,9,263,21,284
20200325,ID,73,1887,,,,,,,,,0,,1960,1960,1960,16,0,0,0,23,23
20200325,IL,1865,12344,,,,,,,,,19,,14209,14209,14209,17,3,0,2410,330,2740
20200325,IN,477,2879,,,1,,,,,,14,1,3356,3356,3356,18,2,0,313,112,425
20200325,KS,126,2360,,,,,,,,,3,,2486,2486,2486,20,1,0,274,28,302
20200325,KY,157,2865,,,,,,,,,4,,3022,3022,3022,21,0,0,1103,33,1136
20200325,LA,1795,9656,,491,,,,163,,,65,,11451,11451,11451,22,19,0,2441,407,2848
20200325,MA,1739,18079,,,103,,,,,,33,103,19818,19818,19818,25,7,9,5365,679,6044
20200325,MD,423,94,,,,,,,,,4,,517,517,517,24,1,0,0,74,74
20200325,ME,149,3177,,,,,,,,7,,,3326,3326,3326,23,0,0,163,24,187
20200325,MI,7060,7537,,,,,,,,,43,,14597,14597,14597,26,19,0,1741,619,2360
20200325,MN,287,11188,,26,35,,,,,122,1,35,11475,11475,11475,27,0,14,5638,25,5663
20200325,MO,356,369,,,,,,,,,8,,725,725,725,29,5,0,0,173,173
20200325,MP,0,,,,,,,,,,0,,0,0,0,69,0,0,0,0,0
20200325,MS,377,1566,,,117,,,,,,2,117,1943,1943,1943,28,1,31,14,57,71
20200325,MT,53,1948,,,,,,,,,,,2001,2001,2001,30,0,0,305,7,312
20200325,NC,504,9985,,29,,,,,,,1,,10489,10489,10489,37,1,0,1844,106,1950
20200325,ND,39,1734,,,8,,,,,,0,8,1773,1773,1773,38,0,3,280,5,285
20200325,NE,61,1304,,,,,,,,,0,,1365,1365,1365,31,0,0,329,9,338
20200325,NH,108,2356,804,,13,,,,,,1,13,3268,2464,2464,33,0,2,909,7,916
20200325,NJ,4402,10452,,,,,,,,,62,,14854,14854,14854,34,18,0,2127,727,2854
20200325,NM,100,6742,,,,,,,,,1,,6842,6842,6842,35,1,0,852,17,869
20200325,NV,321,4251,,,,,,,,,6,,4572,4572,4572,32,2,0,297,43,340
20200325,NY,30811,72668,,4079,3805,,,,,,285,3805,103479,103479,103479,36,75,571,7063,5146,12209
20200325,OH,704,14060,,,182,,74,,,,10,182,14764,14764,14764,39,2,37,13920,140,14060
20200325,OK,164,805,,,59,,,,,,5,59,969,969,969,40,2,34,70,58,128
20200325,OR,209,4350,,,61,,,,,,8,61,4559,4559,4559,41,0,0,0,0,0
20200325,PA,1127,11193,,,,,,,,,11,,12320,12320,12320,42,4,0,2550,276,2826
20200325,PR,51,317,70,,,,,,,,2,,438,368,368,72,0,0,49,12,61
20200325,RI,132,1262,196,15,,,,,,,,,1590,1394,1394,44,0,0,62,8,70
20200325,SC,424,2303,,,102,,,,,,7,102,2727,2727,2727,45,2,102,291,126,417
20200325,SD,41,819,268,,,,,,,,1,,1128,860,860,46,0,0,29,11,40
20200325,TN,784,11012,,,53,,,,,,3,53,11796,11796,11796,47,1,53,495,117,612
20200325,TX,974,12520,,,,,,,,,12,,13494,13494,13494,48,3,0,1763,564,2327
20200325,UT,346,6491,,,,,,,,,1,,6837,6837,6837,49,0,0,967,47,1014
20200325,VA,391,4979,,,59,,,,,,9,59,5370,5370,5370,51,2,14,799,101,900
20200325,VI,17,55,2,,,,,,,,,,74,72,72,78,0,0,55,0,55
20200325,VT,123,1589,,,,,,,,,8,,1712,1712,1712,50,1,0,149,28,177
20200325,WA,3339,57929,,,,,,,,,159,,61268,61268,61268,53,13,0,4588,462,5050
20200325,WI,585,10089,,,,,,,,,7,,10674,10674,10674,55,2,0,1852,128,1980
20200325,WV,39,759,6,,1,,,,,,0,1,804,798,798,54,0,0,149,19,168
20200325,WY,44,954,,,,,,,,7,,,998,998,998,56,0,0,244,15,259
20200324,AK,36,986,,,0,,,,,,0,0,1022,1022,1022,2,0,0,40,14,54
20200324,AL,215,2106,,,,,,,,,0,,2321,2321,2321,1,0,0,441,48,489
20200324,AR,218,947,,22,,,,,,,0,,1165,1165,1165,5,0,0,41,44,85
20200324,AS,,,,,,,,,,,0,,0,0,0,60,0,0,0,0,0
20200324,AZ,357,313,22,,,,,,,,5,,692,670,670,4,3,0,4,92,96
20200324,CA,2102,13452,12100,,,,,,,,40,,27654,15554,15554,6,13,0,885,369,1254
20200324,CO,720,5504,,116,72,,,,,,7,72,6224,6224,6224,8,1,14,659,129,788
20200324,CT,618,4682,,71,,,,,,,12,,5300,5300,5300,9,2,0,597,203,800
20200324,DC,137,1195,2,,,,,,,,2,,1334,1332,1332,11,0,0,82,21,103
20200324,DE,91,36,,,,,,,,,0,,127,127,127,10,0,0,0,23,23
20200324,FL,1412,13127,1008,,259,,,,,,18,259,15547,14539,14539,12,4,42,2064,241,2305
20200324,GA,1026,4458,,,,,,,,,32,,5484,5484,5484,13,7,0,161,254,415
20200324,GU,32,201,,5,,,,,,,1,,233,233,233,66,0,0,40,3,43
20200324,HI,77,3589,,,4,,,,,,,4,3666,3666,3666,15,0,4,634,21,655
20200324,IA,124,2315,,,27,,,,,,,27,2439,2439,2439,19,0,27,272,19,291
20200324,ID,50,1887,,,,,,,,,0,,1937,1937,1937,16,0,0,578,3,581
20200324,IL,1535,9934,,,,,,,,,16,,11469,11469,11469,17,4,0,1351,262,1613
20200324,IN,365,2566,,,1,,,,,,12,1,2931,2931,2931,18,5,0,865,106,971
20200324,KS,98,2086,,,,,,,,,2,,2184,2184,2184,20,0,0,1669,16,1685
20200324,KY,124,1762,,,,,,,,,4,,1886,1886,1886,21,1,0,0,20,20
20200324,LA,1388,7215,,271,,,,,,,46,,8603,8603,8603,22,12,0,2439,216,2655
20200324,MA,1060,12714,,,94,,,,,,26,94,13774,13774,13774,25,9,15,4451,382,4833
20200324,MD,349,94,,,,,,,,,3,,443,443,443,24,0,0,0,61,61
20200324,ME,125,3014,,,,,,,,,,,3139,3139,3139,23,0,0,223,18,241
20200324,MI,6441,5796,,,,,,,,,24,,12237,12237,12237,26,9,0,1099,652,1751
20200324,MN,262,5550,,,21,,,,,,1,21,5812,5812,5812,27,0,4,1039,27,1066
20200324,MO,183,369,,,,,,,,,3,,552,552,552,29,0,0,0,0,0
20200324,MP,0,,,,,,,,,,0,,0,0,0,69,0,0,0,0,0
20200324,MS,320,1552,,,86,,,,,,1,86,1872,1872,1872,28,0,53,409,71,480
20200324,MT,46,1643,,,,,,,,,,,1689,1689,1689,30,0,0,497,12,509
20200324,NC,398,8141,,,,,,,,,0,,8539,8539,8539,37,0,0,0,101,101
20200324,ND,34,1454,,,5,,,,,,0,5,1488,1488,1488,38,0,1,101,4,105
20200324,NE,52,975,,,,,,,,,0,,1027,1027,1027,31,0,0,619,2,621
20200324,NH,101,1447,869,,11,,,,,,1,11,2417,1548,1548,33,1,11,73,23,96
20200324,NJ,3675,8325,45,,,,,,,,44,,12045,12000,12000,34,17,0,7966,831,8797
20200324,NM,83,5890,,,,,,,,,,,5973,5973,5973,35,0,0,569,18,587
20200324,NV,278,3954,,,,,,,,,4,,4232,4232,4232,32,0,0,464,33,497
20200324,NY,25665,65605,,3343,3234,,,,,,210,3234,91270,91270,91270,36,96,599,8191,4790,12981
20200324,OH,564,140,,,145,,,,,,8,145,704,704,704,39,2,41,0,122,122
20200324,OK,106,735,,,25,,,,,,3,25,841,841,841,40,1,10,41,25,66
20200324,OR,209,4350,,,61,,,,,,8,61,4559,4559,4559,41,3,5,701,18,719
20200324,PA,851,8643,,,,,,,,,7,,9494,9494,9494,42,1,0,2048,207,2255
20200324,PR,39,268,42,,,,,,,,2,,349,307,307,72,0,0,79,8,87
20200324,RI,124,1200,77,,,,,,,,,,1401,1324,1324,44,0,0,57,18,75
20200324,SC,298,2012,,,,,,,,,5,,2310,2310,2310,45,0,0,546,0,546
20200324,SD,30,790,268,,,,,,,,1,,1088,820,820,46,0,0,28,2,30
20200324,TN,667,10517,,,,,,,,,2,,11184,11184,11184,47,0,0,7245,52,7297
20200324,TX,410,10757,,,,,,,,,9,,11167,11167,11167,48,1,0,1054,58,1112
20200324,UT,299,5524,,,,,,,,,1,,5823,5823,5823,49,0,0,734,42,776
20200324,VA,290,4180,,,45,,,,,,7,45,4470,4470,4470,51,1,7,737,36,773
20200324,VI,17,,,,,,,,,,,,17,17,17,78,0,0,0,0,0
20200324,VT,95,1440,,,,,,,,,7,,1535,1535,1535,50,2,0,334,20,354
20200324,WA,2877,53341,,,,,,,,,146,,56218,56218,56218,53,9,0,4849,381,5230
20200324,WI,457,8237,,,,,,,,,5,,8694,8694,8694,55,0,0,1187,41,1228
20200324,WV,20,610,0,,1,,,,,,0,1,630,630,630,54,0,0,166,4,170
20200324,WY,29,710,,,,,,,,,,,739,739,739,56,0,0,118,3,121
20200323,AK,22,946,,,0,,,,,,0,0,968,968,968,2,0,0,0,0,0
20200323,AL,167,1665,,,,,,,,,0,,1832,1832,1832,1,0,0,201,29,230
20200323,AR,174,906,,13,,,,,,,0,,1080,1080,1080,5,0,0,195,9,204
20200323,AS,,,,,,,,,,,0,,0,0,0,60,0,0,0,0,0
20200323,AZ,265,309,6,,,,,,,,2,,580,574,574,4,0,0,27,113,140
20200323,CA,1733,12567,12100,,,,,,,,27,,26400,14300,14300,6,0,0,1263,197,1460
20200323,CO,591,4845,,74,58,,,,,,6,58,5436,5436,5436,8,1,9,770,116,886
20200323,CT,415,4085,,54,,,,,,,10,,4500,4500,4500,9,5,0,1208,192,1400
20200323,DC,116,1113,,,,,,,,,2,,1229,1229,1229,11,1,0,156,18,174
20200323,DE,68,36,,,,,,,,,0,,104,104,104,10,0,0,0,12,12
20200323,FL,1171,11063,860,,217,,,,,,14,217,13094,12234,12234,12,1,32,3073,341,3414
20200323,GA,772,4297,,,,,,,,,25,,5069,5069,5069,13,2,0,877,172,1049
20200323,GU,29,161,,,,,,,,,1,,190,190,190,66,0,0,35,2,37
20200323,HI,56,2955,,,,,,,,,,,3011,3011,3011,15,0,0,2692,8,2700
20200323,IA,105,2043,,,,,,,,,,,2148,2148,2148,19,0,0,828,15,843
20200323,ID,47,1309,,,,,,,,,0,,1356,1356,1356,16,0,0,134,5,139
20200323,IL,1273,8583,,,,,,,,,12,,9856,9856,9856,17,3,0,1312,224,1536
20200323,IN,259,1701,,,1,,,,,,7,1,1960,1960,1960,18,1,0,408,58,466
20200323,KS,82,417,,,,,,,,,2,,499,499,499,20,0,0,0,18,18
20200323,KY,104,1762,,,,,,,,,3,,1866,1866,1866,21,0,0,290,5,295
20200323,LA,1172,4776,,,,,,,,,34,,5948,5948,5948,22,14,0,2115,335,2450
20200323,MA,678,8263,,,79,,,,,,17,79,8941,8941,8941,25,6,8,2787,131,2918
20200323,MD,288,94,,,,,,,,,3,,382,382,382,24,0,0,0,44,44
20200323,ME,107,2791,,,,,,,,,,,2898,2898,2898,23,0,0,527,18,545
20200323,MI,5789,4697,,,,,,,,,15,,10486,10486,10486,26,7,0,985,691,1676
20200323,MN,235,4511,,,17,,,,,,1,17,4746,4746,4746,27,0,5,0,66,66
20200323,MO,183,369,,,,,,,,,3,,552,552,552,29,0,0,0,93,93
20200323,MP,0,,,,,,,,,,0,,0,0,0,69,0,0,0,0,0
20200323,MS,249,1143,,,33,,,,,,1,33,1392,1392,1392,28,0,0,29,42,71
20200323,MT,34,1146,,,,,,,,,,,1180,1180,1180,30,0,0,0,3,3
20200323,NC,297,8141,,,,,,,,,0,,8438,8438,8438,37,0,0,1958,42,2000
20200323,ND,30,1353,,,4,,,,,,0,4,1383,1383,1383,38,0,1,93,2,95
20200323,NE,50,356,,,,,,,,,0,,406,406,406,31,0,0,0,2,2
20200323,NH,78,1374,889,,,,,,,,,,2341,1452,1452,33,0,0,186,13,199
20200323,NJ,2844,359,94,,,,,,,,27,,3297,3203,3203,34,7,0,32,930,962
20200323,NM,65,5321,,,,,,,,,,,5386,5386,5386,35,0,0,599,8,607
20200323,NV,245,3490,,,,,,,,,4,,3735,3735,3735,32,2,0,1042,55,1097
20200323,NY,20875,57414,,2629,2635,,,,,,114,2635,78289,78289,78289,36,0,661,11181,5707,16888
20200323,OH,442,140,,,104,,,,,,6,104,582,582,582,39,3,21,0,91,91
20200323,OK,81,694,102,,15,,,,,,2,15,877,775,775,40,0,4,25,14,39
20200323,OR,191,3649,,,56,,,,,,5,56,3840,3840,3840,41,1,13,785,30,815
20200323,PA,644,6595,,,,,,,,,6,,7239,7239,7239,42,4,0,1631,165,1796
20200323,PR,31,189,35,,,,,,,,2,,255,220,220,72,1,0,6,8,14
20200323,RI,106,1143,216,,,,,,,,,,1465,1249,1249,44,0,0,211,23,234
20200323,SC,298,1466,,,,,,,,,5,,1764,1764,1764,45,2,0,0,103,103
20200323,SD,28,762,265,,,,,,,,1,,1055,790,790,46,0,0,22,7,29
20200323,TN,615,3272,,,,,,,,,2,,3887,3887,3887,47,2,0,0,110,110
20200323,TX,352,9703,,,,,,,,,8,,10055,10055,10055,48,3,0,1281,18,1299
20200323,UT,257,4790,,,,,,,,,1,,5047,5047,5047,49,0,0,1282,76,1358
20200323,VA,254,3443,,,38,,,,,,6,38,3697,3697,3697,51,3,6,325,35,360
20200323,VI,17,,,,,,,,,,,,17,17,17,78,0,0,0,11,11
20200323,VT,75,1106,,,,,,,,,5,,1181,1181,1181,50,3,0,0,23,23
20200323,WA,2496,48492,,,,,,,,,137,,50988,50988,50988,53,11,0,4852,212,5064
20200323,WI,416,7050,,,,,,,,,5,,7466,7466,7466,55,1,0,820,31,851
20200323,WV,16,444,4,,1,,,,,,0,1,464,460,460,54,0,0,59,4,63
20200323,WY,26,592,,,,,,,,,,,618,618,618,56,0,0,154,2,156
20200322,AK,22,946,,,0,,,,,,0,0,968,968,968,2,0,0,188,8,196
20200322,AL,138,1464,,,,,,,,,0,,1602,1602,1602,1,0,0,1436,14,1450
20200322,AR,165,711,119,13,,,,,,,0,,995,876,876,5,0,0,144,47,191
20200322,AS,,,,,,,,,,,0,,0,0,0,60,0,0,0,0,0
20200322,AZ,152,282,87,,,,,,,,2,,521,434,434,4,1,0,42,48,90
20200322,CA,1536,11304,,,,,,,,,27,,12840,12840,12840,6,3,0,55,257,312
20200322,CO,475,4075,,56,49,,,,,,5,49,4550,4550,4550,8,1,5,758,112,870
20200322,CT,223,2877,,43,,,,,,,5,,3100,3100,3100,9,1,0,771,29,800
20200322,DC,98,957,,,,,,,,,1,,1055,1055,1055,11,0,0,451,21,472
20200322,DE,56,36,,,,,,,,,0,,92,92,92,10,0,0,0,11,11
20200322,FL,830,7990,963,,185,,,,,,13,185,9783,8820,8820,12,1,27,1411,172,1583
20200322,GA,600,3420,,,,,,,,,23,,4020,4020,4020,13,9,0,863,93,956
20200322,GU,27,126,,,,,,,,,1,,153,153,153,66,1,0,18,12,30
20200322,HI,48,263,,,,,,,,,,,311,311,311,15,0,0,139,11,150
20200322,IA,90,1215,,,,,,,,,,,1305,1305,1305,19,0,0,166,22,188
20200322,ID,42,1175,,,,,,,,,0,,1217,1217,1217,16,0,0,295,11,306
20200322,IL,1049,7271,,,,,,,,,9,,8320,8320,8320,17,3,0,1783,296,2079
20200322,IN,201,1293,,,1,,,,,,6,1,1494,1494,1494,18,2,0,586,75,661
20200322,KS,64,417,,,,,,,,,2,,481,481,481,20,0,0,0,9,9
20200322,KY,99,1472,,,,,,,,,3,,1571,1571,1571,21,1,0,758,45,803
20200322,LA,837,2661,,,,,,,,,20,,3498,3498,3498,22,4,0,481,257,738
20200322,MA,547,5476,,,71,,,,,,11,71,6023,6023,6023,25,4,10,677,121,798
20200322,MD,244,94,,,,,,,,,3,,338,338,338,24,1,0,0,54,54
20200322,ME,89,2264,,,,,,,,,,,2353,2353,2353,23,0,0,0,16,16
20200322,MI,5098,3712,,,,,,,,,8,,8810,8810,8810,26,3,0,16,555,571
20200322,MN,169,4511,,,12,,,,,,1,12,4680,4680,4680,27,0,12,559,31,590
20200322,MO,90,369,,,,,,,,,3,,459,459,459,29,0,0,0,17,17
20200322,MP,0,,,,,,,,,,0,,0,0,0,69,0,0,0,0,0
